ブロマイド	溴化物
『ＤＡＮ！ＧAＮ！パーティー！！』VSライブにもう一度挑戦します。	《DAN！GAN！派对！”再次挑战VS演唱会。
シナリオフラグ:GP02P3VSライブ選択シナリオ行き	场景标志：GP02P3VS现场选择场景
エンパイアフェスルートが進行している。	帝国音乐节的路线正在进行。
SSIコラボDLCをインストールしている。	安装了SSI合作DLC。
恋人状態のツンデレタイプイベント。関係が進展します。幸せは自分で掴むもの。	恋人状态的傲娇类型活动。关系进展。幸福是自己能抓住的东西。
メイドフラグ:ツンデレ＿飲み0030アフター	女仆标志：傲娇喝酒0030后
ツンデレタイプのメイドとデートの約束をしている。	和傲娇型的女仆约好了约会。
メイドフラグ:ツンデレ＿飲み0032アフター	女仆标志：傲娇喝酒0032后
【NPC小悪魔】水族館でどのショーを見るか悩むメイド。全部見るのも、一つに絞るのもどっちもいいものです。	【NPC小恶魔】烦恼在水族馆看哪个表演的女仆。不管是全部看还是集中在一起都很好。
NPCとしての小悪魔専用イベント。	作为NPC的小恶魔专用活动。
『どれにするのか決められない』と同内容になります。	和“决定不了要哪个”内容相同。
【NPC小悪魔】ふとしたことからサメ映画、そして流れてパニック映画の話になった二人。もし最愛の人がゾンビに噛まれたら、貴方はどうしますか？	【NPC小恶魔】两人因意外事件而拍摄了鲨鱼电影，然后又播放了恐怖电影。如果最爱的人被僵尸咬了，你会怎么做？
シナリオフラグ:NPC小悪魔＿イベント１通過	场景标志：NPC小恶魔事件1通过
『主役級の二人』と同内容になります。	和《主角级的两个人》内容相同。
シナリオフラグ:NPC小悪魔＿イベント２通過	场景标志：NPC小恶魔事件2通过
『エッチの信号』と同内容になります。	和“H信号”的内容相同。
純真で健気な妹系メイドを３人グループに加入させている。	让纯真且勇敢的妹妹系女仆加入了3人组。
メイドフラグ:クーデレ＿飲み0030アフター	女仆标志：冷漠少女_清凉饮料0030后
クーデレタイプのメイドとデートの約束をしている。	和冷漠型的女仆约好了约会。
メイドフラグ:クーデレ＿飲み0032アフター	女仆标志：冷漠少女_清凉饮料0032售后
*イベント１	*事件1
電気外祭り2019冬アイテムセットをインストールしている。	安装了电器外祭2019冬季道具套装。
*イベント２	*事件2
恋人状態のヤンデレタイプイベント。関係が進展します。メイドに臨むものは……	恋人状态的病娇类型活动。关系进展。面对女仆的是……
メイドフラグ:ヤンデレ＿飲み0030アフター	女仆标志：病娇少女喝酒0030后
ヤンデレタイプのメイドとデートの約束をしている。	病娇型的女仆约好了约会。
メイドフラグ:ヤンデレ＿飲み0032アフター	女仆标志：病娇喝0032下午
チュートリアル名	教程名称
フリーコメント	自由注释
画像ファイル名1	图像文件名1
項目名1	项目名称1
画像ファイル名2	图像文件名2
項目名2	项目名称2
メイドのスケジュールのヘルプ（ページ式）	帮助女仆的时间表（页面式）
スケジュールについて	关于工作排程表
仕事について	关于工作
夜伽のスキル選択画面	夜伽的技能选择画面
夜伽スキルについて1	关于侍寝技能1
夜伽スキルについて2	关于侍寝技能2
夜伽についての説明	关于夜的说明
夜伽コマンドについて1	关于侍寝指令1
夜伽コマンドについて2	关于侍寝指令2
夜伽コマンドについて3	关于侍寝指令3
発情について	关于发情
昼のメインメニュー	中午的主菜
メイドの管理について	女仆的管理
イベントについて	事件内容
ショップについて	关于商店
施設設定について	关于设施设定
メイドのクラスについて	关于女仆风格
クラブゲージについて	关于俱乐部能量
夜のメインメニュー	晚上的主菜单
ダンスについて	关于舞蹈
カジノについて	关于赌场
スタジオモードのヘルプ	演播室模式帮助
スタジオモードについて	关于摄影棚模式
ショートカット	快捷键
キャラクター選択	角色选择
ポーズエディット	暂停编辑
オブジェクト管理	对象管理
シチュエーションセレクト	场景选择
ライト設定	灯光设置
配置テンプレート	配置模板
マイオブジェクト-1	我的对象-1
マイオブジェクト-2	我的对象-2
重力操作	重力操作
ダンスのヘルプ	舞蹈帮助
ダンス全般	整个舞蹈
リズムアクション操作-ノートのあれこれ	节奏动作操作-笔记的种种
リズムアクション操作-各種UI説明	节奏动作-各种UI说明
リズムアクション操作-アピールのあれこれ	节奏动作操作-各种呼吁
リズムアクション操作-アピールのあれこれ２	节奏动作操作-吸引人的种种2
フリーダンス	自由舞蹈
VSダンス	VS舞蹈
ポーズ	姿势
執務室モードのヘルプ	办公室模式帮助
執務室モードについて	关于办公室模式
執務室モード-操作方法	办公室模式-操作方法
男エディットのヘルプ（ページ式	男性编辑帮助（页面式
男エディットについて	关于男版
ステージセレクト画面	舞台选择画面
夜伽の背景選択	选择夜伽的背景
マイルームカスタムのヘルプ（ページ式）	我的房间自定义帮助（页面式）
マイルームカスタムについて1	关于我的房间定制1
マイルームカスタムについて2	关于自订房间2。
マイルームカスタムについて3	关于自订房间3。
マイルームカスタムについて4	关于自订房间4。
マイルームカスタムについて5	关于自订房间5。
傅きモードのヘルプ（ページ式）	傅模式帮助（页面式）
傅きモード（Guest mode）について1	关于来客模式（Gustmode）1
傅きモード（Guest mode）について2	关于来客模式（Gustmode）2
ヒロインについて1	关于女主选择1
ヒロインについて2	关于女主选择2
フリーについて	关于回顾模式
カジノのヘルプ（ページ式）	赌场帮助（页面式）
交換所について	关于交换所
スロットについて	关于槽
メイド管理のヘルプ（ページ式）	女仆管理的帮助（页面式）
メイド管理について	关于女仆管理
夜伽情報とジョブクラスについて	关于侍寝信息和工作讯息
雇用と解雇について	关于僱用和解僱
トロフィーのヘルプ（ページ式	奖杯帮助（页面式
トロフィーについて	关于奖杯
メイドポイントについて	关于女仆点数
施設強化のヘルプ（ページ式）	设施强化的帮助（页面式）
施設強化について	关于设施强化
施設の強化について	关于设施的强化
施設の配置画面のヘルプ（ページ式）	设施配置画面的帮助（页面式）
設置と撤去について	关于设定撤去
強化データについて	关于设施强化
コスチュームについて	关于服装﻿;Plants
スロットのヘルプ（ページ式）	插槽帮助（页面式）
配当一覧	红利一览表
ブラックジャックのヘルプ（ページ式）	黑杰克帮助（页面式）
ブラックジャックについて	关于黑杰克
ブラックジャックのルール	黑杰克的规则
賭け金について	关于赌注
プレイヤーの選択について	关于玩家的选择
回想モードのヘルプ（ページ式）	回想模式帮助（页面式）
回想モードについて	关于回想模式
夜伽の回想1	夜伽的回忆1
夜伽の回想2	夜伽的回忆2
経営切り替えが可能な昼メニュー	可以切换经营的午餐菜单
経営切替について	关于经营切换
メイドの移籍について	关于转移女佣
品評会について	关于品评会
経営切り替えが可能な夜メニュー	可以切换经营的夜菜单
2.0の昼メニュー	2.0的午餐菜单
旧エンパイアクラブについて	关于旧帝国俱乐部
GP-01新フェイス説明	GP-01新面孔说明
特定のエディット項目について	关于特定的编辑项目
英語用辞書	英语词典
プライベートモード設定	私人模式
プライベートモードとは	私人模式
プライベートモード設定について	关于私人模式设定
プライベートモード設定のイベントリスト追加	添加私人模式设置的事件列表
